company_id,section_label,job_type_label,role_rank_id,post_label,score_1,miidas_job_type_small_id_1,miidas_job_type_small_name_1,score_2,miidas_job_type_small_id_2,miidas_job_type_small_name_2,score_3,miidas_job_type_small_id_3,miidas_job_type_small_name_3,score_4,miidas_job_type_small_id_4,miidas_job_type_small_name_4,score_5,miidas_job_type_small_id_5,miidas_job_type_small_name_5
14638,東関東営業部,,,部長代行,,,,,,,,,,,,,,,
14638,東関東営業部,,,所長,,,,,,,,,,,,,,,
14638,法人・街づくり営業部,,,,,,,,,,,,,,,,,,
14638,法人・街づくり営業部,,,部長代行,,,,,,,,,,,,,,,
14638,法人・街づくり営業部,,,リーダー,,,,,,,,,,,,,,,
14638,法人・街づくり営業部,,,所長,,,,,,,,,,,,,,,
14638,神奈川営業部,,,リーダー,,,,,,,,,,,,,,,
14638,神奈川営業部,,,所長,,,,,,,,,,,,,,,
14638,神奈川営業部,,,,,,,,,,,,,,,,,,
14638,神奈川営業部,,,部長代行,,,,,,,,,,,,,,,
14638,経営管理部,,,リーダー,,,,,,,,,,,,,,,
14638,経営管理部,,,課長,,,,,,,,,,,,,,,
14638,経営管理部,,,,,,,,,,,,,,,,,,
14638,西部営業部,,,,,,,,,,,,,,,,,,
14638,西部営業部,,,店長,,,,,,,,,,,,,,,
14638,西部営業部,,,所長,,,,,,,,,,,,,,,
14638,西部営業部,,,リーダー,,,,,,,,,,,,,,,
14638,設計部,,,部長,,,,,,,,,,,,,,,
14638,設計部,,,,,,,,,,,,,,,,,,
14638,関東・東北地区,,,取締役,,,,,,,,,,,,,,,
15584,上席執行役員人事部,,,部長,,,,,,,,,,,,,,,
15584,上席執行役員技術管理部,,,部長,,,,,,,,,,,,,,,
15584,上席執行役員東京支店,,,支店長,,,,,,,,,,,,,,,
15584,上席執行役員総務部,,,部長,,,,,,,,,,,,,,,
15584,丸彦商事,,,,,,,,,,,,,,,,,,
15584,事業本部名古屋支店,,,課長,,,,,,,,,,,,,,,
15584,事業本部名古屋支店,,,部長,,,,,,,,,,,,,,,
15584,事業本部名古屋支店事務課,,,課長,,,,,,,,,,,,,,,
15584,事業本部名古屋支店事務課,,,,,,,,,,,,,,,,,,
15584,事業本部名古屋支店佐賀事業所,,,所長,,,,,,,,,,,,,,,
15584,事業本部名古屋支店佐賀事業所,,,,,,,,,,,,,,,,,,
15584,事業本部名古屋支店呉事業所,,,所長,,,,,,,,,,,,,,,
15584,事業本部名古屋支店営業部,,,主事,,,,,,,,,,,,,,,
15584,事業本部名古屋支店営業部,,,,,,,,,,,,,,,,,,
15584,事業本部名古屋支店工事部土木工事グループ,,,,,,,,,,,,,,,,,,
15584,事業本部名古屋支店工事部建築工事グループ,,,工事長,,,,,,,,,,,,,,,
15584,事業本部名古屋支店工事部建築工事グループ,,,,,,,,,,,,,,,,,,
15584,事業本部名古屋支店工事部建築工事グループ,,,主任技師,,,,,,,,,,,,,,,
15584,事業本部名古屋支店工事部建築工事グループ,,,課長,,,,,,,,,,,,,,,
15584,事業本部名古屋支店日南事業所,,,所長,,,,,,,,,,,,,,,
15584,事業本部名古屋支店春日井事業所,,,所長,,,,,,,,,,,,,,,
15584,事業本部名古屋支店春日井事業所,,,,,,,,,,,,,,,,,,
15584,事業本部名古屋支店春日井事業所（作業課）,,,,,,,,,,,,,,,,,,
15584,事業本部名古屋支店春日井事業所（作業課）,,,課長,,,,,,,,,,,,,,,
15584,事業本部名古屋支店米子事業所,,,所長,,,,,,,,,,,,,,,
15584,事業本部名古屋支店阿南事業所,,,所長,,,,,,,,,,,,,,,
15584,事業本部技術管理部施工改革推進グループ,,,,,,,,,,,,,,,,,,
15584,事業本部技術管理部施工改革推進グループ,,,課長,,,,,,,,,,,,,,,
15584,事業本部技術管理部管理グループ,,,課長,,,,,,,,,,,,,,,
15584,事業本部技術管理部管理グループ,,,,,,,,,,,,,,,,,,
15584,事業本部札幌支店リニューアルセンター,,,工事長,,,,,,,,,,,,,,,
15584,事業本部札幌支店リニューアルセンター,,,,,,,,,,,,,,,,,,
15584,事業本部札幌支店事務グループ,,,,,,,,,,,,,,,,,,
15584,事業本部札幌支店土木部土木DX推進グループ,,,,,,,,,,,,,,,,,,
15584,事業本部札幌支店土木部土木積算グループ,,,,,,,,,,,,,,,,,,
15584,事業本部札幌支店土木部土木積算グループ,,,課長,,,,,,,,,,,,,,,
15584,事業本部札幌支店土木部工事グループ,,,,,,,,,,,,,,,,,,
15584,事業本部札幌支店土木部工事グループ,,,工事長,,,,,,,,,,,,,,,
15584,事業本部札幌支店土木部工事グループ,,,課長,,,,,,,,,,,,,,,
15584,事業本部札幌支店土木部舗装工事グループ,,,工事長,,,,,,,,,,,,,,,
15584,事業本部札幌支店土木部舗装工事グループ,,,,,,,,,,,,,,,,,,
15584,事業本部札幌支店建築部工事グループ,,,,,,,,,,,,,,,,,,
15584,事業本部札幌支店建築部工事グループ,,,課長,,,,,,,,,,,,,,,
15584,事業本部札幌支店建築部工事グループ,,,工事長,,,,,,,,,,,,,,,
15584,事業本部東京支店,,,,,,,,,,,,,,,,,,
15584,事業本部東京支店事務グループ,,,,,,,,,,,,,,,,,,
15584,事業本部東京支店富士事業所,,,,,,,,,,,,,,,,,,
15584,事業本部東京支店富士事業所,,,所長,,,,,,,,,,,,,,,
15584,事業本部東京支店工事課,,,課長,,,,,,,,,,,,,,,
15584,事業本部東京支店工事課,,,,,,,,,,,,,,,,,,
15584,事業本部東京支店工事課,,,工事長,,,,,,,,,,,,,,,
15584,事業本部東京支店江戸川事業所,,,,,,,,,,,,,,,,,,
15584,事業本部東京支店江戸川事業所,,,所長,,,,,,,,,,,,,,,
15584,事業本部江別支店,,,,,,,,,,,,,,,,,,
15584,事業本部江別支店江別事業所,,,,,,,,,,,,,,,,,,
15584,事業本部江別支店江別事業所,,,所長,,,,,,,,,,,,,,,
15584,事業本部統括営業部,,,部長,,,,,,,,,,,,,,,
15584,事業本部統括営業部,,,,,,,,,,,,,,,,,,
15584,事業本部統括営業部業務グループ,,,課長,,,,,,,,,,,,,,,
15584,事業本部統括営業部業務グループ,,,,,,,,,,,,,,,,,,
15584,事業本部統括営業部積算グループ,,,次長,,,,,,,,,,,,,,,
15584,事業本部統括営業部積算グループ,,,,,,,,,,,,,,,,,,
15584,事業本部統括営業部第一営業グループ,,,次長,,,,,,,,,,,,,,,
15584,事業本部統括営業部第二営業グループ,,,課長,,,,,,,,,,,,,,,
15584,事業本部統括営業部第二営業グループ,,,,,,,,,,,,,,,,,,
15584,事業本部統括営業部第二営業グループ,,,次長,,,,,,,,,,,,,,,
15584,事業本部統括営業部設計グループ,,,,,,,,,,,,,,,,,,
15584,事業本部統括営業部設計グループ,,,課長,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店,,,次長,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店事務課,,,,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店事務課,,,課長,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店営業課,,,,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店営業課,,,課長,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店土木課,,,課長,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店土木課,,,工事長,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店土木課,,,,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店安全担当,,,,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店建築課,,,工事長,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店建築課,,,,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店建築課,,,課長,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店苫小牧事業所,,,,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店苫小牧事業所,,,所長代理,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店苫小牧事業所,,,所長,,,,,,,,,,,,,,,
15584,事業本部苫小牧支店苫小牧事業所,,,主任技師,,,,,,,,,,,,,,,
15584,事業本部調達部,,,,,,,,,,,,,,,,,,
15584,事業本部釧路支店事務グループ,,,,,,,,,,,,,,,,,,
15584,事業本部釧路支店工事課,,,課長,,,,,,,,,,,,,,,
15584,事業本部釧路支店釧路事業所,,,所長,,,,,,,,,,,,,,,
15584,事業本部釧路支店釧路事業所,,,所長代理,,,,,,,,,,,,,,,
15584,事業本部釧路支店釧路事業所,,,,,,,,,,,,,,,,,,
15584,執行役員名古屋支店,,,支店長,,,,,,,,,,,,,,,
15584,執行役員名古屋支店,,,部長,,,,,,,,,,,,,,,
15584,執行役員経営企画室,,,部長,,,,,,,,,,,,,,,
15584,安全管理室安全管理室,,,,,,,,,,,,,,,,,,
15584,理事名古屋支店,,,次長,,,,,,,,,,,,,,,
15584,理事安全管理室,,,室長,,,,,,,,,,,,,,,
15584,理事札幌支店土木部,,,部長,,,,,,,,,,,,,,,
15584,理事札幌支店建築部,,,部長,,,,,,,,,,,,,,,
15584,理事経営企画室,,,部長,,,,,,,,,,,,,,,
15584,理事統括営業部,,,部長,,,,,,,,,,,,,,,
15584,理事苫小牧支店,,,支店長,,,,,,,,,,,,,,,
15584,理事釧路支店,,,支店長,,,,,,,,,,,,,,,
15584,管理本部IT推進部,,,,,,,,,,,,,,,,,,
15584,管理本部IT推進部,,,部長,,,,,,,,,,,,,,,
15584,管理本部人事部,,,課長,,,,,,,,,,,,,,,
15584,管理本部人事部人事グループ,,,,,,,,,,,,,,,,,,
15584,管理本部人事部人事グループ,,,課長,,,,,,,,,,,,,,,
15584,管理本部人事部労務グループ,,,,,,,,,,,,,,,,,,
15584,管理本部総務部経理グループ,,,課長,,,,,,,,,,,,,,,
15584,管理本部総務部経理グループ,,,,,,,,,,,,,,,,,,
15584,管理本部総務部総務グループ,,,,,,,,,,,,,,,,,,
15584,管理本部総務部総務グループ,,,課長,,,,,,,,,,,,,,,
15584,管理本部総務部財務グループ,,,課長,,,,,,,,,,,,,,,
15584,管理本部総務部財務グループ,,,,,,,,,,,,,,,,,,
15584,経営企画室,,,,,,,,,,,,,,,,,,
22045,OS,営業,7,主任,0.3306993212493611,191019,その他流通専門職,0.321106234912948,121412,美容部員,0.31460457776796047,122014,配送／宅配／セールスドライバー,0.3088691081820525,401310,薬事／申請（化粧品）,0.30825528148033976,101310,法人営業
22045,SS山形,営業,7,主任,0.3244183028563281,122014,配送／宅配／セールスドライバー,0.32366050252010214,121412,美容部員,0.31929872516770974,101310,法人営業,0.3108263235332014,191019,その他流通専門職,0.2996005104323247,111114,ソムリエ／バーテンダー
22045,Y-PIT仙台,技術,7,主任,0.3232970280985442,191019,その他流通専門職,0.31677303312384597,234610,その他技術（電気／機械／組み込み）,0.31271787409437024,401310,薬事／申請（化粧品）,0.2923056917452107,121412,美容部員,0.2887820466223059,101310,法人営業
22045,Y-PIT仙台,技術,4,PIT長,0.3232970280985442,191019,その他流通専門職,0.31677303312384597,234610,その他技術（電気／機械／組み込み）,0.31271787409437024,401310,薬事／申請（化粧品）,0.2923056917452107,121412,美容部員,0.2887820466223059,101310,法人営業
22045,Y-PIT仙台泉,技術,8,,0.3076441943237803,401310,薬事／申請（化粧品）,0.3025194747196437,191019,その他流通専門職,0.30194804774753303,234610,その他技術（電気／機械／組み込み）,0.29107382365693424,111114,ソムリエ／バーテンダー,0.2845516831435704,101310,法人営業
22045,Y-PIT仙台泉,技術,4,センター長,0.3076441943237803,401310,薬事／申請（化粧品）,0.3025194747196437,191019,その他流通専門職,0.30194804774753303,234610,その他技術（電気／機械／組み込み）,0.29107382365693424,111114,ソムリエ／バーテンダー,0.2845516831435704,101310,法人営業
22045,Y-PIT大仙,技術,4,PIT長,0.3177629783016698,191019,その他流通専門職,0.3109373804790275,401310,薬事／申請（化粧品）,0.29948793619995207,234610,その他技術（電気／機械／組み込み）,0.2856685746291091,234412,機械加工／金属加工（電気／機械）,0.2803172735673779,101310,法人営業
22045,Y-PIT天童,営業,4,所長,0.3335566246973086,191019,その他流通専門職,0.2923840005897439,101310,法人営業,0.29128017462724354,401310,薬事／申請（化粧品）,0.28237783299107555,101119,法人営業（賃貸仲介）,0.2774590428887631,121412,美容部員
22045,Y-PIT山形,技術,7,主任,0.3160914764365763,191019,その他流通専門職,0.3133480537733051,234610,その他技術（電気／機械／組み込み）,0.31019513232990215,401310,薬事／申請（化粧品）,0.3079599163659754,121412,美容部員,0.29775359338372887,101310,法人営業
22045,Y-PIT山形,技術,4,PIT長,0.3160914764365763,191019,その他流通専門職,0.3133480537733051,234610,その他技術（電気／機械／組み込み）,0.31019513232990215,401310,薬事／申請（化粧品）,0.3079599163659754,121412,美容部員,0.29775359338372887,101310,法人営業
22045,Y-PIT秋田,技術,4,次長,0.33237883101567167,191019,その他流通専門職,0.31361530693971273,234610,その他技術（電気／機械／組み込み）,0.3123187855858206,401310,薬事／申請（化粧品）,0.30905139330186204,121412,美容部員,0.2879348949672369,101310,法人営業
22045,Y-PIT米沢,技術,4,PIT長,0.3282025419435757,191019,その他流通専門職,0.3281722383594964,401310,薬事／申請（化粧品）,0.3071313514710997,101310,法人営業,0.3067324736967927,234610,その他技術（電気／機械／組み込み）,0.30211612937939447,121412,美容部員
22045,YPC,事務,4,課長,0.3424616215849329,191019,その他流通専門職,0.32800044780496596,401310,薬事／申請（化粧品）,0.3229626350024588,121412,美容部員,0.3110724189816565,111114,ソムリエ／バーテンダー,0.3079618129741585,101310,法人営業
22045,YPC,事務,8,,0.3424616215849329,191019,その他流通専門職,0.32800044780496596,401310,薬事／申請（化粧品）,0.3229626350024588,121412,美容部員,0.3110724189816565,111114,ソムリエ／バーテンダー,0.3079618129741585,101310,法人営業
22045,YPC,事務,9,,0.3424616215849329,191019,その他流通専門職,0.32800044780496596,401310,薬事／申請（化粧品）,0.3229626350024588,121412,美容部員,0.3110724189816565,111114,ソムリエ／バーテンダー,0.3079618129741585,101310,法人営業
22045,YPL,フロント,8,,0.33075971768327717,191019,その他流通専門職,0.31475731794696393,101310,法人営業,0.3099342854844682,311017,リフォーマー,0.29722077292485405,111114,ソムリエ／バーテンダー,0.29002900328234915,122014,配送／宅配／セールスドライバー
22045,YPL,フロント,9,,0.33075971768327717,191019,その他流通専門職,0.31475731794696393,101310,法人営業,0.3099342854844682,311017,リフォーマー,0.29722077292485405,111114,ソムリエ／バーテンダー,0.29002900328234915,122014,配送／宅配／セールスドライバー
22045,YPL,営業,4,センター長,0.33398985215315213,191019,その他流通専門職,0.3225742517934309,101310,法人営業,0.29688528401070735,101219,医療営業（医療用品）,0.29612103520665933,121412,美容部員,0.29539096749675364,101119,法人営業（賃貸仲介）
22045,YPL,営業,6,係長,0.33398985215315213,191019,その他流通専門職,0.3225742517934309,101310,法人営業,0.29688528401070735,101219,医療営業（医療用品）,0.29612103520665933,121412,美容部員,0.29539096749675364,101119,法人営業（賃貸仲介）
22045,オートファーベン,技術,7,主任,0.3457609611800627,191019,その他流通専門職,0.3390147258731664,234310,技術営業／FAE（電気／機械）,0.33625309577133855,234610,その他技術（電気／機械／組み込み）,0.31852802789583956,121412,美容部員,0.30788885677938604,311017,リフォーマー
22045,オートファーベン,技術,5,課長,0.3457609611800627,191019,その他流通専門職,0.3390147258731664,234310,技術営業／FAE（電気／機械）,0.33625309577133855,234610,その他技術（電気／機械／組み込み）,0.31852802789583956,121412,美容部員,0.30788885677938604,311017,リフォーマー
22045,ネジバン,営業,5,課長,0.309894667446868,191019,その他流通専門職,0.2961568178810451,101310,法人営業,0.29008657587741504,101119,法人営業（賃貸仲介）,0.2804809719269943,121412,美容部員,0.2803924635451214,101011,個人営業（金融）
22045,メンテ山形,技術,7,主任,0.3449283923345785,121412,美容部員,0.3308486475336352,234610,その他技術（電気／機械／組み込み）,0.31664676116570734,234113,設備メンテナンス（機械／電気）,0.3122414461188031,111114,ソムリエ／バーテンダー,0.30995063846169046,191019,その他流通専門職
22045,五城目,営業,4,所長,0.32200703950617127,191019,その他流通専門職,0.3133202368532879,101310,法人営業,0.30123112985436273,101116,リフォーム営業（マンション／ビル）,0.30071280791137567,101218,医療営業（OTC／一般用医薬品）,0.295566719855044,101119,法人営業（賃貸仲介）
22045,仙台,フロント,7,主任,0.32322596851195484,191019,その他流通専門職,0.31259754484187163,101310,法人営業,0.3115072901645919,111114,ソムリエ／バーテンダー,0.30767858615216526,121412,美容部員,0.30317637550053445,311017,リフォーマー
22045,仙台,営業,8,,0.3288100887648603,191019,その他流通専門職,0.3168276554395161,101310,法人営業,0.3144502360087136,121412,美容部員,0.3071933916321078,401310,薬事／申請（化粧品）,0.29499702090372226,111011,店長／支配人（小売）
22045,仙台,営業,4,所長,0.3288100887648603,191019,その他流通専門職,0.3168276554395161,101310,法人営業,0.3144502360087136,121412,美容部員,0.3071933916321078,401310,薬事／申請（化粧品）,0.29499702090372226,111011,店長／支配人（小売）
22045,仙台泉,営業,7,主任,0.296903069980779,191019,その他流通専門職,0.2962020835963458,111114,ソムリエ／バーテンダー,0.295502445911065,101310,法人営業,0.28602336679987383,101011,個人営業（金融）,0.28436977734539737,401310,薬事／申請（化粧品）
22045,仙台泉,営業,4,所長,0.296903069980779,191019,その他流通専門職,0.2962020835963458,111114,ソムリエ／バーテンダー,0.295502445911065,101310,法人営業,0.28602336679987383,101011,個人営業（金融）,0.28436977734539737,401310,薬事／申請（化粧品）
22045,南陽,営業,4,所長,0.3386363314672356,191019,その他流通専門職,0.3222298698942484,101310,法人営業,0.3131395533137218,121412,美容部員,0.30673769990600797,101119,法人営業（賃貸仲介）,0.3058838890488743,101011,個人営業（金融）
22045,南陽,営業,8,,0.3386363314672356,191019,その他流通専門職,0.3222298698942484,101310,法人営業,0.3131395533137218,121412,美容部員,0.30673769990600797,101119,法人営業（賃貸仲介）,0.3058838890488743,101011,個人営業（金融）
22045,南陽,営業,7,主任,0.3386363314672356,191019,その他流通専門職,0.3222298698942484,101310,法人営業,0.3131395533137218,121412,美容部員,0.30673769990600797,101119,法人営業（賃貸仲介）,0.3058838890488743,101011,個人営業（金融）
22045,大曲,営業,4,所長,0.33998094237527865,191019,その他流通専門職,0.3203813934122576,101310,法人営業,0.31914493131749355,121412,美容部員,0.31728827834689166,401310,薬事／申請（化粧品）,0.31130237218713186,111114,ソムリエ／バーテンダー
22045,大曲,営業,7,主任,0.33998094237527865,191019,その他流通専門職,0.3203813934122576,101310,法人営業,0.31914493131749355,121412,美容部員,0.31728827834689166,401310,薬事／申請（化粧品）,0.31130237218713186,111114,ソムリエ／バーテンダー
22045,大館,営業,4,所長,0.34906181806173886,191019,その他流通専門職,0.32553308699944117,111011,店長／支配人（小売）,0.3126844937903497,101310,法人営業,0.3126426419697783,121412,美容部員,0.3081968238014552,101116,リフォーム営業（マンション／ビル）
22045,大館,フロント,7,主任,0.344160729635801,311017,リフォーマー,0.34358909192944775,191019,その他流通専門職,0.3284751056128956,111011,店長／支配人（小売）,0.3211682329271075,111114,ソムリエ／バーテンダー,0.3113427067211568,101310,法人営業
22045,天童,営業,8,,0.3606850759440732,191019,その他流通専門職,0.3042333763143392,101310,法人営業,0.29337356644593116,121412,美容部員,0.2872304525412258,234412,機械加工／金属加工（電気／機械）,0.28454999726963004,401310,薬事／申請（化粧品）
22045,天童,営業,4,所長,0.3606850759440732,191019,その他流通専門職,0.3042333763143392,101310,法人営業,0.29337356644593116,121412,美容部員,0.2872304525412258,234412,機械加工／金属加工（電気／機械）,0.28454999726963004,401310,薬事／申請（化粧品）
22045,天童,営業,5,課長,0.3606850759440732,191019,その他流通専門職,0.3042333763143392,101310,法人営業,0.29337356644593116,121412,美容部員,0.2872304525412258,234412,機械加工／金属加工（電気／機械）,0.28454999726963004,401310,薬事／申請（化粧品）
22045,寒河江,営業,4,所長,0.33358123845683896,191019,その他流通専門職,0.29816014188446494,101310,法人営業,0.2932356198107551,401310,薬事／申請（化粧品）,0.2848415691676284,234412,機械加工／金属加工（電気／機械）,0.2820997480846007,101011,個人営業（金融）
22045,寒河江,営業,6,係長,0.33358123845683896,191019,その他流通専門職,0.29816014188446494,101310,法人営業,0.2932356198107551,401310,薬事／申請（化粧品）,0.2848415691676284,234412,機械加工／金属加工（電気／機械）,0.2820997480846007,101011,個人営業（金融）
22045,寒河江,営業,7,主任,0.33358123845683896,191019,その他流通専門職,0.29816014188446494,101310,法人営業,0.2932356198107551,401310,薬事／申請（化粧品）,0.2848415691676284,234412,機械加工／金属加工（電気／機械）,0.2820997480846007,101011,個人営業（金融）
22045,山形,営業,5,課長,0.34060075392947986,121412,美容部員,0.32702752995394047,101310,法人営業,0.32078457016511286,191019,その他流通専門職,0.311397497624221,101119,法人営業（賃貸仲介）,0.3074682733780959,101117,法人営業（売買仲介）
22045,山形,営業,4,所長,0.34060075392947986,121412,美容部員,0.32702752995394047,101310,法人営業,0.32078457016511286,191019,その他流通専門職,0.311397497624221,101119,法人営業（賃貸仲介）,0.3074682733780959,101117,法人営業（売買仲介）
22045,山形,営業,7,主任,0.34060075392947986,121412,美容部員,0.32702752995394047,101310,法人営業,0.32078457016511286,191019,その他流通専門職,0.311397497624221,101119,法人営業（賃貸仲介）,0.3074682733780959,101117,法人営業（売買仲介）
22045,山形南,営業,5,課長,0.3212550132881914,191019,その他流通専門職,0.31700045751841066,101310,法人営業,0.31052737593671353,101119,法人営業（賃貸仲介）,0.3095188018518479,121412,美容部員,0.3063786930503922,101117,法人営業（売買仲介）
22045,山形南,営業,7,主任,0.3212550132881914,191019,その他流通専門職,0.31700045751841066,101310,法人営業,0.31052737593671353,101119,法人営業（賃貸仲介）,0.3095188018518479,121412,美容部員,0.3063786930503922,101117,法人営業（売買仲介）
22045,山形南,営業,4,所長,0.3212550132881914,191019,その他流通専門職,0.31700045751841066,101310,法人営業,0.31052737593671353,101119,法人営業（賃貸仲介）,0.3095188018518479,121412,美容部員,0.3063786930503922,101117,法人営業（売買仲介）
22045,新庄,営業,8,,0.3220144994983577,191019,その他流通専門職,0.3207289363250785,121412,美容部員,0.3066833304714289,401310,薬事／申請（化粧品）,0.3045556311180535,101310,法人営業,0.30240572037551283,101119,法人営業（賃貸仲介）
22045,新庄,営業,4,所長,0.3220144994983577,191019,その他流通専門職,0.3207289363250785,121412,美容部員,0.3066833304714289,401310,薬事／申請（化粧品）,0.3045556311180535,101310,法人営業,0.30240572037551283,101119,法人営業（賃貸仲介）
22045,新庄,営業,6,係長,0.3220144994983577,191019,その他流通専門職,0.3207289363250785,121412,美容部員,0.3066833304714289,401310,薬事／申請（化粧品）,0.3045556311180535,101310,法人営業,0.30240572037551283,101119,法人営業（賃貸仲介）
22045,新庄,フロント,7,主任,0.32178332403427545,191019,その他流通専門職,0.3173568934162674,121412,美容部員,0.31383889597106307,111114,ソムリエ／バーテンダー,0.3123179426488504,311017,リフォーマー,0.3046494921496873,101310,法人営業
22045,本社,経営者,1,代表取締役,0.3648163943288081,191019,その他流通専門職,0.3388986113055189,121412,美容部員,0.3362383865212083,111011,店長／支配人（小売）,0.33077278320631553,101310,法人営業,0.31914101166058195,401310,薬事／申請（化粧品）
22045,本社,経営者,1,取締役,0.3648163943288081,191019,その他流通専門職,0.3388986113055189,121412,美容部員,0.3362383865212083,111011,店長／支配人（小売）,0.33077278320631553,101310,法人営業,0.31914101166058195,401310,薬事／申請（化粧品）
22045,本社,次長,3,次長,0.3745744012834443,191019,その他流通専門職,0.35632810333241105,121412,美容部員,0.34932683744517534,111011,店長／支配人（小売）,0.34069676445038766,401310,薬事／申請（化粧品）,0.330629273187136,101310,法人営業
22045,本社,部長,3,部長,0.3674587909961986,121412,美容部員,0.35890765904867183,191019,その他流通専門職,0.33117427408523037,101310,法人営業,0.32944482030343436,401310,薬事／申請（化粧品）,0.3173349349081932,111011,店長／支配人（小売）
22045,本社,経営者,1,常務取締役,0.3648163943288081,191019,その他流通専門職,0.3388986113055189,121412,美容部員,0.3362383865212083,111011,店長／支配人（小売）,0.33077278320631553,101310,法人営業,0.31914101166058195,401310,薬事／申請（化粧品）
22045,本荘,営業,8,,0.32474005189786026,121412,美容部員,0.3227087423870292,101119,法人営業（賃貸仲介）,0.3222355175719489,191019,その他流通専門職,0.311455491687772,101011,個人営業（金融）,0.3099450750776871,101117,法人営業（売買仲介）
22045,本荘,営業,4,所長,0.32474005189786026,121412,美容部員,0.3227087423870292,101119,法人営業（賃貸仲介）,0.3222355175719489,191019,その他流通専門職,0.311455491687772,101011,個人営業（金融）,0.3099450750776871,101117,法人営業（売買仲介）
22045,本荘,フロント,7,主任,0.3215353319776374,121412,美容部員,0.3180025409886057,191019,その他流通専門職,0.3164142791493212,101011,個人営業（金融）,0.31511236299881973,111114,ソムリエ／バーテンダー,0.30628234535469634,101310,法人営業
22045,東根,営業,6,係長,0.3251137258567578,191019,その他流通専門職,0.31411550573784,101310,法人営業,0.29779064046356984,121412,美容部員,0.2952614502312797,234412,機械加工／金属加工（電気／機械）,0.28919196687092286,234310,技術営業／FAE（電気／機械）
22045,東根,営業,7,主任,0.3251137258567578,191019,その他流通専門職,0.31411550573784,101310,法人営業,0.29779064046356984,121412,美容部員,0.2952614502312797,234412,機械加工／金属加工（電気／機械）,0.28919196687092286,234310,技術営業／FAE（電気／機械）
22045,東根,営業,4,所長,0.3251137258567578,191019,その他流通専門職,0.31411550573784,101310,法人営業,0.29779064046356984,121412,美容部員,0.2952614502312797,234412,機械加工／金属加工（電気／機械）,0.28919196687092286,234310,技術営業／FAE（電気／機械）
22045,東根,営業,8,,0.3251137258567578,191019,その他流通専門職,0.31411550573784,101310,法人営業,0.29779064046356984,121412,美容部員,0.2952614502312797,234412,機械加工／金属加工（電気／機械）,0.28919196687092286,234310,技術営業／FAE（電気／機械）
